BD,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP
data_k6d23n15,0.8064431236418418,0.8286371382201405,0.8079986607294224,0.8273835737898583,0.8040779873590076,0.7486607694344253,0.6326870372939872,0.7380173387945719
data_k6d24n11,0.8015877140698157,0.8375290943737486,0.809228163099319,0.8411263936652583,0.8037556439200892,0.7659094855002582,0.7176026464857671,0.7525645467074822
data_k6d24n12,0.8045255162976674,0.809478058473087,0.7886078146885058,0.8319974735511046,0.8023357227085063,0.7615502220048808,0.7085757744190858,0.8118256009637532
data_k6d24n13,0.8007345257192556,0.8300710371115789,0.801040873146559,0.8302106242559191,0.8019655359683553,0.761653010562407,0.6631921978219488,0.7751986644534722
data_k6d24n14,0.799331256961507,0.8438267418795833,0.8054153705550853,0.8383050574757454,0.8036478380126271,0.7655047928619438,0.7253310131316961,0.7868753910814932
data_k6d24n15,0.7857203209146564,0.8583998601956943,0.7859304199747229,0.857092749755424,0.7893553110141727,0.7237129715928412,0.6869076140944145,0.7711760973952237
dermatology,0.7746365893878283,0.7775418696983704,0.8054127660149735,0.7874519333168164,0.7655719685177004,0.699335637564819,0.7573968907919093,0.7369434490930976
dim032,0.8091774739756066,0.826781331153627,0.8046698514060691,0.8261960515814047,0.8072716796722215,0.7222215130920857,0.6424495681187936,0.7308555918059593
dim064,0.7949171818492193,0.8440884644022549,0.7888705967651418,0.8189814749971622,0.7947366426619752,0.7806669336932608,0.733550580544817,0.7709914702212866
dim1024,0.8679519670676686,0.8495047949475314,0.7781418650028901,0.7983476218365414,0.7560581977114867,0.7955668677378043,0.634858401397799,0.7804874916668649
dim128,0.7952146201199809,0.8356039532507845,0.7916398687843614,0.8112891764915527,0.7929910758297936,0.786913841976034,0.6286913441286985,0.7663419342009687
dim256,0.784639098297928,0.8419963947634541,0.7825036421987933,0.8354407843206143,0.7730354752570712,0.7871735254727098,0.6392561215953735,0.67546608391009
dim512,0.8021544017116128,0.8510423340015656,0.7812924793662412,0.8418153805970817,0.7815376311435596,0.7967433775786235,0.6862321944283923,0.6447447788604299
ellipsoid-100d10c-10,0.8076679294316437,0.7729427932587165,0.8161058676568185,0.8194904512139509,0.7963521363998509,0.7638904010582284,0.6997147412508197,0.6334620272703779
ellipsoid-100d10c-1,0.8197424541029198,0.8221415097942442,0.8188946640088153,0.8298882316759262,0.8041425396857969,0.6982095920349483,0.6922642481055284,0.6882432060975271
ellipsoid-100d10c-2,0.8164550761217105,0.8345906556306633,0.8195149272867985,0.8174327131378828,0.8122500830407013,0.8109705347329991,0.6760228397116854,0.6187083854767019
ellipsoid-100d10c-3,0.8220086451646045,0.8088036984652385,0.8211422438137973,0.8284936474599466,0.8040951127023354,0.707908512337432,0.6968844532305296,0.7394715972054257
ellipsoid-100d10c-4,0.8158250905973923,0.8193191352691237,0.8134512567231083,0.8174516250844078,0.8042797601603692,0.6914664174354781,0.6929751368607489,0.7600931999820248
ellipsoid-100d10c-5,0.8151696489894258,0.8105047773783036,0.8154882951366638,0.8166486080145839,0.8004294178128937,0.7553217226608469,0.6619881370365117,0.6374413363511703
ellipsoid-100d10c-6,0.8219892105785427,0.8128797489615195,0.8151347687752519,0.8181037230113943,0.8145261290828205,0.6999382850208992,0.6882522579323996,0.8280130153000395
ellipsoid-100d10c-7,0.8167712974794895,0.8155155739498653,0.821127033379587,0.8343129939953242,0.8128725482187003,0.6918720618881767,0.8026374920386727,0.7347528764159554
ellipsoid-100d10c-8,0.8196291045928497,0.8206515569725505,0.819010013725371,0.821553673420576,0.8038294494578571,0.71590035701367,0.6998369239613265,0.6952214465705137
ellipsoid-100d10c-9,0.8136172606183246,0.8136523537563303,0.8197703684498692,0.814029284975317,0.8089631696311838,0.7507479190344073,0.669068320725345,0.6336242891025041
ellipsoid-100d20c-10,0.7755482180747174,0.7950430147305885,0.7948381734356915,0.7808994863276505,0.7916205631615488,0.6346199142749699,0.6744114372598917,0.6201122762349197
ellipsoid-100d20c-1,0.7784878464944521,0.7802114203891215,0.7885701086693954,0.7852066423859829,0.7859667040016749,0.6425222342966791,0.6655070717004695,0.8061798125786037
ellipsoid-100d20c-2,0.7770474794629912,0.8000349887686442,0.7935086246522622,0.7767014884775824,0.7675372550988036,0.6498905976341062,0.6899624468075778,0.6151699230329747
ellipsoid-100d20c-3,0.7706719119325596,0.7905710769715856,0.7892409782331767,0.7906305898442354,0.7740014025862749,0.6550070755166582,0.6666357467236097,0.8401598310101732
ellipsoid-100d20c-4,0.7827906205290944,0.8077003878850771,0.7945565245411348,0.8067535032384537,0.7789872892663576,0.653922809059103,0.6809873427136236,0.7418299784591225
ellipsoid-100d20c-5,0.7811085404991833,0.8069209765528399,0.7965716133063062,0.7957032917418397,0.7840604818378526,0.6547799728111577,0.653454245222802,0.6299030038045725
ellipsoid-100d20c-6,0.7895909381302033,0.762193348336637,0.791253697699345,0.7716184615755995,0.7734942200922177,0.6406905239306984,0.6701398127487399,0.695911470111851
ellipsoid-100d20c-7,0.7766841598901492,0.7675154789207432,0.7891592258574046,0.7890948106606315,0.7719587890738633,0.658410734075785,0.671413357653469,0.6563126835212862
ellipsoid-100d20c-8,0.779131567735181,0.7801165320014756,0.7783242761300794,0.8114913834486603,0.7906618710360463,0.6549027652299172,0.6657498606897547,0.6374111817851124
ellipsoid-100d20c-9,0.7820415819983519,0.7804359516100632,0.7934411033236857,0.7749841987450479,0.7851123985488855,0.6455715354700656,0.6609874135676989,0.6154567131128134
ellipsoid-100d40c-10,0.7139366006489956,0.75014916501165,0.7515581225504913,0.7679777746701795,0.7307340366114502,0.6579956061045746,0.6546579630010838,0.6571114216858946
ellipsoid-100d40c-1,0.7115934932132897,0.7582368321440859,0.7596288283082148,0.759074344010237,0.7451065750312905,0.6251372008607617,0.6682771615763863,0.6111369017611282
ellipsoid-100d40c-2,0.704881578650304,0.7340917204759922,0.751113598760161,0.7438161663575482,0.74458617595571,0.6126456562747388,0.6541823110629809,0.7169945994526045
ellipsoid-100d40c-3,0.7179592485016949,0.7488753512465337,0.759621421541208,0.7542841702770176,0.7397858136884073,0.6230601953229423,0.6491377456421901,0.5997820977698528
ellipsoid-100d40c-4,0.7041799014939063,0.7393637038623794,0.7430437860721436,0.7465688947949117,0.7389359882042937,0.6077653778176331,0.6416860114149309,0.747793662755986
ellipsoid-100d40c-5,0.7114763749720285,0.7467218994787259,0.7566769500030267,0.7501451637470673,0.7466846583147662,0.6158484456894107,0.6690217996224337,0.8376701263473164
ellipsoid-100d40c-6,0.7055528056830637,0.7364516229489645,0.7511476683204201,0.7393039422335326,0.7320228599440937,0.5979786470229407,0.653767053235297,0.8308780358749732
ellipsoid-100d40c-7,0.7200898261671099,0.7538302225419976,0.7429190267418214,0.7449180227747257,0.7427231377412259,0.6066400976612473,0.6551508135979385,0.6122171918201115
ellipsoid-100d40c-8,0.7146284155086822,0.7582078694671315,0.7517716898176794,0.7373915101213151,0.7338081089872335,0.6034574194250594,0.651241820884709,0.856615702103357
ellipsoid-100d40c-9,0.7159546117543878,0.7510432557389832,0.754374759069611,0.756666257793,0.7350972408260974,0.607336900025331,0.6557312836990103,0.6129832389135845
ellipsoid-100d4c-10,0.8151372807424684,0.8184232043155946,0.8180127993177793,0.8240459058288403,0.801045165177511,0.7545370121532504,0.7246617007961407,0.7981991920582558
ellipsoid-100d4c-1,0.8154412946684996,0.8244747681215001,0.8179062616555492,0.8224665121200745,0.8114336750517446,0.7999547342580161,0.6990259648353508,0.6656999934514323
ellipsoid-100d4c-2,0.8167625326036969,0.8244523393798137,0.8179002931323527,0.828095115697835,0.813986430926929,0.7955881009369236,0.7511054622035239,0.7794775588644353
ellipsoid-100d4c-3,0.8164347112605039,0.826430310133148,0.8196652175541541,0.8259542441109178,0.8126036923672972,0.7570158901386634,0.7246437319362531,0.73537832273322
ellipsoid-100d4c-4,0.8162182649094522,0.8243797047337112,0.8178044012675961,0.8266824243685982,0.8138128092449737,0.7606948470068905,0.7307609036580165,0.7541945847233471
ellipsoid-100d4c-5,0.8199263053365342,0.8216506363010015,0.8215436985224078,0.8221284208021544,0.8133178540666467,0.8231606975125603,0.7446731602962586,0.6884269657654987
ellipsoid-100d4c-6,0.8141436958324771,0.8283156244848738,0.8175295100519927,0.82809440724478,0.8074165666908184,0.8037250008844407,0.7498060831281572,0.7149492456342512
ellipsoid-100d4c-7,0.8175537255954808,0.831887455678954,0.8200977617895301,0.8317962400499163,0.8188423710790362,0.7527939138422656,0.7411221338678018,0.7099823755192306
ellipsoid-100d4c-8,0.8151690964477579,0.8261003563093403,0.817929169537366,0.8261639643553116,0.8152048646438439,0.7999391713888768,0.7665615043027737,0.733997374388003
ellipsoid-100d4c-9,0.8234273148412488,0.8249289638176773,0.8217992190494827,0.8375551548352156,0.8123318807724649,0.7619529946828012,0.751014534463701,0.7421832628897573
ellipsoid-50d10c-10,0.8120119983036436,0.8016460188024238,0.8139970011074593,0.8006199459021797,0.8001780687873795,0.7167285044380118,0.7021095005212992,0.6347838303106657
ellipsoid-50d10c-1,0.8168092718084473,0.8048837407790146,0.8160731606313435,0.8131549357157839,0.8040924725601233,0.6962590079351358,0.7131216531170713,0.6510608575139568
ellipsoid-50d10c-2,0.8191993557945934,0.8213992880218614,0.8171396116168255,0.8000610516092849,0.8018471068849877,0.6883829325357664,0.6744847550638393,0.6428948443829872
ellipsoid-50d10c-3,0.8188988175757925,0.8065373523057874,0.8213763638162872,0.8310393362345645,0.8178275631695927,0.6967234538482806,0.7951357340554649,0.6462278820284479
ellipsoid-50d10c-4,0.8137836428835046,0.7944654262224796,0.8199648198156103,0.8253830253731049,0.8002941638630345,0.7411502626631613,0.6827073641959944,0.6835690839526904
ellipsoid-50d10c-5,0.8192916497146705,0.8021682684842212,0.8158617521739477,0.8059910366901517,0.8011404683904626,0.7265324749138559,0.6612651746270122,0.6550132333875315
ellipsoid-50d10c-6,0.8170348800340121,0.8032805123378886,0.8103083436590384,0.8135030024757397,0.7953864359461073,0.6972085916986249,0.6852849225599927,0.7532707921846102
ellipsoid-50d10c-7,0.8152283432868032,0.8148587249607211,0.8140963952260807,0.8101939972093642,0.7891915496040697,0.6959084583795042,0.8097749434701422,0.629985992853583
ellipsoid-50d10c-8,0.8165613873732831,0.7807274135603434,0.8185571273832382,0.7951320453763946,0.8099612708395456,0.6896090226956297,0.6797981029800821,0.6650298374424473
ellipsoid-50d10c-9,0.8230996379365216,0.8035793945163767,0.8165311603017035,0.7921760347449694,0.8091160808807756,0.7329617784791826,0.7098776033334768,0.6581055813206484
ellipsoid-50d20c-10,0.772242072729483,0.7693181337532955,0.7751920952637501,0.7659742970690552,0.7719395001300237,0.6708914479738329,0.6940069736163489,0.6358380965272243
ellipsoid-50d20c-1,0.7816989252615973,0.7883826846026902,0.7933219043579124,0.7883453619279542,0.7919217491900176,0.6766486351047296,0.680495213166358,0.7249234492715239
ellipsoid-50d20c-2,0.7830801411824676,0.7717651786950569,0.7820227067326848,0.7854587744261321,0.7863642475426975,0.6652980378465665,0.6685968611994126,0.642912099135527
ellipsoid-50d20c-3,0.7825029470410534,0.8018541886981039,0.786502320756308,0.7876056716757261,0.7786560788594601,0.6384026177689115,0.6790173796072997,0.8475108304446788
ellipsoid-50d20c-4,0.7811487313058745,0.772730801255823,0.7813677475624765,0.7678682302850114,0.7822993983706169,0.657215215411234,0.6657885034764406,0.6261312343023495
ellipsoid-50d20c-5,0.7707744631835445,0.7699716751237483,0.7805075819404852,0.7704358931017349,0.780607013805849,0.6792360547633397,0.6765917084712042,0.8129296596312205
ellipsoid-50d20c-6,0.7664226903047108,0.7472617742064764,0.7786825893160305,0.7658448323356595,0.7515110809466801,0.6422791791610329,0.678778083606049,0.6579816693243704
ellipsoid-50d20c-7,0.758833788499328,0.7498055271799823,0.7781941883036709,0.7657134710962956,0.7608625432163709,0.6258911613931556,0.6802959236029716,0.6494057588823552
ellipsoid-50d20c-8,0.775491913231872,0.7612259164623865,0.7881215858904039,0.7599887657939759,0.7829496714591968,0.6518100438391498,0.6632406221318655,0.6105823899015324
ellipsoid-50d20c-9,0.7687298329419469,0.7848455306695806,0.7842371315156509,0.7918259073799885,0.7899752031840068,0.6760786955674617,0.6983128821250604,0.707783504030057
ellipsoid-50d40c-10,0.7149171654305851,0.7581702009303057,0.7525607135272427,0.7549034172265567,0.7552049179815208,0.6459663520586872,0.6615815866838803,0.8606496893796471
ellipsoid-50d40c-1,0.6883471279184984,0.7347578730255127,0.7484924112799869,0.7283907708533984,0.7410242989186486,0.637216334522895,0.6617206088527314,0.8194290637868576
ellipsoid-50d40c-2,0.7128610753868614,0.7380226364182356,0.7412236924032019,0.7352391651222246,0.7460230247254963,0.6453852577409883,0.6656817714878535,0.8300858985844748
ellipsoid-50d40c-3,0.7107916178694936,0.7482185887192646,0.7488010565431271,0.7468498182548282,0.7465248839925498,0.6411293264115463,0.6587971260019432,0.7572907159989943
ellipsoid-50d40c-4,0.7064925603290074,0.7370507116850591,0.751591770104934,0.7514223510299273,0.7389927553628935,0.6456995312588487,0.6772123573456138,0.7259634795987819
ellipsoid-50d40c-5,0.7013642098596473,0.741411648533296,0.7555156722832375,0.7530622172964699,0.7535520927927359,0.6509207753974391,0.6700067012973897,0.6214897984552006
ellipsoid-50d40c-6,0.7155602621759096,0.7307563971446588,0.7544854448558461,0.7392510347248024,0.7417965034202638,0.6700470861748056,0.7952023325554517,0.8068226960213829
ellipsoid-50d40c-7,0.715687681333839,0.7486626034565138,0.7536416741709924,0.7516649017696986,0.7336694516917348,0.6624739152685052,0.6705225357464129,0.599764308213257
ellipsoid-50d40c-8,0.7028496581326532,0.7393160532417584,0.7372354291702156,0.74054306528693,0.7451021402015842,0.646339759176149,0.660632494178582,0.6019864972624742
ellipsoid-50d40c-9,0.7069491111470843,0.7569612500267681,0.7496741718208637,0.7440026657044683,0.7487737107009125,0.65743664637813,0.6618966111309692,0.6101356961250588
ellipsoid-50d4c-10,0.8151505340811557,0.8186218963578009,0.8166987719235562,0.8251023427335691,0.8137133704038295,0.7685859124599558,0.7307337995750544,0.7050093604243589
ellipsoid-50d4c-1,0.81690509643726,0.8254702991744207,0.8194010441086205,0.8261377485277718,0.806945264055121,0.744257920113923,0.7487703229585356,0.6424848973670204
ellipsoid-50d4c-2,0.8136163554659104,0.8249458359233597,0.8173141500800449,0.8245890234728421,0.8127228081551939,0.7568359621694626,0.7598458691637153,0.748890338274103
ellipsoid-50d4c-3,0.8129608707209162,0.8219658362856096,0.816512047033987,0.8219704342870063,0.8072135616399911,0.7519634005272237,0.7236479338666949,0.7247955577100128
ellipsoid-50d4c-4,0.8176256662271421,0.8289359827722173,0.8206652657362827,0.8282960308713847,0.8187003274258136,0.7484273075148444,0.7479560895823457,0.676550098133724
ellipsoid-50d4c-5,0.8170386793120338,0.8264341251631299,0.8183453487923611,0.8071468227850069,0.8083822820595111,0.759232522263164,0.7503736674366122,0.7390130365696436
ellipsoid-50d4c-6,0.821643695512288,0.8367038384215528,0.8219005263376337,0.8350427347381262,0.8129400808316072,0.7437675080124253,0.7300231991890997,0.6767603355935953
ellipsoid-50d4c-7,0.8096536352999502,0.8204391109426947,0.8149347337603349,0.8207508415029535,0.8005516310701438,0.7613643847249325,0.754206641578865,0.7525008846141579
ellipsoid-50d4c-8,0.8094848001273822,0.8147109554277117,0.815761957896855,0.8174822748508014,0.801979025302806,0.7471429679266939,0.751681609177069,0.7216625749823443
ellipsoid-50d4c-9,0.8154209652854835,0.8518623645521167,0.8152534436219971,0.8445120944981136,0.8143139513402347,0.729616453060753,0.727606126404264,0.7452983180782716
epileptic,0.6319550604609919,0.6574126272677148,0.671381014996677,0.6719282153779019,0.6185664647770063,0.6401209919104032,0.5432223774508518,0.5697247418592616
fashion_mnist,0.7202853145507624,0.7359517673904593,0.7292378202092654,0.7383097573977813,0.7170372988558581,0.7991796361404494,0.6939070809152394,0.681463771869901
fmd,0.5897305055509363,0.6334853402727302,0.6363283444536793,0.6377333127692462,0.5853959076084095,0.6447099168776893,0.5800454666911335,0.5244621283311842
forestfires,0.6574412042501123,0.6578466237214443,0.6596110637139737,0.6668546039458327,0.650671440301376,0.5857281304133697,0.5890778936494748,0.5793844214362108
fri_c0_100_10,0.6381402048237903,0.622715752065075,0.6292182490071903,0.6240969759876785,0.6370983336694168,0.4932907331814829,0.5939500609365286,0.5433596204397119
fri_c0_100_25,0.603262758342834,0.6099929742913115,0.6255001358388655,0.5859750391525034,0.5981853115460218,0.4627799534867618,0.5360831551684893,0.49388925982050996
fri_c0_100_50,0.5678032923848575,0.6029270310335823,0.6045801014010204,0.5748903811016689,0.5620330049857802,0.4650595075627759,0.528764433846247,0.48771608385741966
fri_c0_250_10,0.6420669851854958,0.6308840017652103,0.6254313166363193,0.6388308480016934,0.627979132238925,0.5820359571190592,0.5866810110321626,0.5723846886461212
fri_c0_250_25,0.593856927755899,0.6148325095117035,0.5983728202499312,0.6063826005351107,0.5980196706718097,0.4649135409736872,0.5565676351425772,0.5065122890620468
fri_c0_250_50,0.5660228274122212,0.5824160796758566,0.580334714591168,0.5496724802782608,0.5389649749072956,0.44276999727022404,0.5158502210810545,0.5149925605522286
fri_c0_500_10,0.6680774178262272,0.6718324755039127,0.6581113416398967,0.6788116333428171,0.6702427274722279,0.5039168577019757,0.6065784742690831,0.5537620235514458
fri_c0_500_25,0.589233407784784,0.6102289195855072,0.5922733660249879,0.5928167310641985,0.5873463911393614,0.47192036404916704,0.5260526944156396,0.4952956799033025
fri_c0_500_50,0.5690798119289051,0.5823671331896152,0.5861457872980883,0.5708471830033325,0.5527889170907375,0.4437936687374278,0.5152580878934748,0.4998783028610866
fri_c1_100_10,0.6676659418246743,0.6589308695556648,0.6620567963181204,0.6561800415509697,0.6593601886692846,0.5793852340750631,0.5951615420357801,0.5365755541125586
fri_c1_100_25,0.6096363137077616,0.632689073719534,0.6077199455174943,0.6047403799344875,0.6104569383196072,0.47662373405992453,0.5510994514392985,0.5035401840302721
fri_c1_100_50,0.5808559046304614,0.6024178995437607,0.5948830335087657,0.5647094777209236,0.5546396881934601,0.44429530591424465,0.5215200812070806,0.47198786197535736
fri_c1_250_10,0.6682233062852724,0.6805355768739534,0.6727150265642027,0.6666560975696385,0.6633082516591452,0.5957429369837829,0.6141541406552813,0.5724354225338413
fri_c1_250_25,0.6007283203944435,0.6224834568546497,0.6183436439556549,0.5997564018388157,0.6108770783955706,0.47782432031089017,0.547609422740981,0.5087466879701887
fri_c1_250_50,0.5670832042567034,0.6019960015588202,0.5756735845259524,0.5584356405550975,0.5496487118405438,0.42510226373091997,0.4968923674070882,0.4710284607264404
fri_c1_500_10,0.6543237165993658,0.6750712453521222,0.6693852227303043,0.6584851469576997,0.6685394373110597,0.5965775011134075,0.6008256026977778,0.5650579108619496
fri_c1_500_25,0.5885919905182764,0.599278365555027,0.5954897808646208,0.6010497664507237,0.5912520745757485,0.5000090957607378,0.5369268197956114,0.5066353373656484
fri_c1_500_50,0.5629535848612669,0.5827707199024497,0.5874727631082554,0.5806789472227174,0.5569208844887836,0.43395163897240074,0.49186521440338743,0.46719656194398257
fri_c2_100_10,0.6635824826484626,0.6468346797637885,0.6428512999971432,0.60061763873007,0.6607665891607956,0.5854530010986013,0.5985628285789109,0.5472279859986993
fri_c2_100_25,0.6072428310395027,0.6179459918921555,0.5880213380945964,0.5727079826512081,0.613487194225769,0.46397316090734086,0.5374941942781397,0.5024582703262105
fri_c2_100_50,0.5997008029829219,0.6217361272192817,0.6250941711407365,0.5767162216574634,0.6013835874320066,0.47024628054453893,0.5355346056294303,0.534021772937687
fri_c2_250_10,0.7375381762344,0.7440208972961515,0.7158369988265283,0.741439575966981,0.7406458193289505,0.6669896143212811,0.6644384752227146,0.6418704620001712
fri_c2_250_25,0.5905622730570418,0.6068257381791798,0.6036584167472598,0.582779851325775,0.5836055702874596,0.48030304273342345,0.5356325779167503,0.5082007039502268
fri_c2_250_50,0.5760529612328771,0.5943024263522731,0.5705909995003784,0.576828797537071,0.5592362723312265,0.42761430341516604,0.5242586225066679,0.5035794179361396
fri_c2_500_10,0.6856797539195025,0.6896766724348239,0.6864005582835058,0.6885019455729136,0.6943351479411258,0.6659677588163578,0.6524294166772229,0.5950445837419209
fri_c2_500_25,0.6321928559429677,0.6530062584650259,0.6472773206544078,0.6352092790829611,0.6387623655210648,0.5513349224761332,0.546124982986243,0.5238569924887135
fri_c2_500_50,0.5667249680777483,0.5821266472684741,0.5771600774389558,0.5767446877823914,0.5608111862335433,0.4521083787872039,0.49969025744244744,0.4634084022388773
fri_c3_100_10,0.6923991042641992,0.6959666845309511,0.6964228909121799,0.6560776848679483,0.689884135690173,0.6305331942214227,0.6392783012889615,0.5622799789556582
fri_c3_100_25,0.6312903109266912,0.6628364434963274,0.6323102371587839,0.6006567218597332,0.6303544143968784,0.5117775873656842,0.567610970245121,0.5058651233977934
fri_c3_100_50,0.5839060350227955,0.628440093303589,0.6135158460120712,0.5539025169231797,0.5718265875338335,0.4511510119004071,0.5286668627384522,0.5146295328790391
fri_c3_250_10,0.6884785046599772,0.7037478119438717,0.6742078711458561,0.6840543920027782,0.6823662005064788,0.6227805783798743,0.6208851983158781,0.5663191802146122
fri_c3_250_25,0.615654138440182,0.6351083265919645,0.6289760013055095,0.6058045122893747,0.6129743879420748,0.4945395878906136,0.5404614598667702,0.509874533924168
fri_c3_250_50,0.5739074452385948,0.6128976277266107,0.5908045189293106,0.5722652826732821,0.5515807629967715,0.4291669300392188,0.5125132034366889,0.47572923627970914
fri_c3_500_10,0.6871055119193684,0.6917893161884672,0.684803714496625,0.6907444937413484,0.6698824876439913,0.592154599215565,0.607921795455767,0.566858562344766
fri_c3_500_25,0.6006774267555713,0.6340404359004095,0.6173926771447414,0.6113937746498801,0.6089265584288663,0.47179893733910633,0.5376141680731743,0.4963722789350615
fri_c3_500_50,0.567381391589684,0.5941846045993888,0.6000660689818121,0.5725581825585969,0.5415211868067028,0.4423145494970836,0.49351256342053107,0.47264085862532423
fri_c4_100_100,0.5640927919421757,0.6106770117960434,0.5720947969848572,0.5806105250602681,0.5475503292491486,0.5001707209294449,0.5156550724639436,0.4752904913175831
fri_c4_100_10,0.6911286390008138,0.6991248587139537,0.6974649167369277,0.6796739368143621,0.694506679177934,0.6223952721473297,0.639579549537143,0.5597510847242063
fri_c4_100_25,0.6128411905593175,0.6405668257931005,0.6454077016508,0.6166450079654459,0.6087601328172805,0.518262497360299,0.5549908041485094,0.532508895090234
fri_c4_100_50,0.5830461257922837,0.6146917345818804,0.5930851810223778,0.5891871088303097,0.5743129700488712,0.43643090178142663,0.5334395463019528,0.4929881245021943
fri_c4_250_100,0.5395225999797557,0.5874714068399733,0.5597995489677519,0.5555436991895225,0.5193593675903276,0.5147088320438762,0.4851113567324086,0.47172464554292287
fri_c4_250_10,0.691057947048471,0.6978541644106475,0.6963761196106807,0.7014411075075834,0.7006733506793033,0.6064040682633617,0.6347122329820019,0.5565776062155965
fri_c4_250_25,0.6165714027351185,0.6440064712392143,0.6374426635873852,0.6186255353738775,0.6251806810489274,0.47979223441044205,0.5532692673955216,0.5092069124271112
fri_c4_250_50,0.5779462424191758,0.6248796395143189,0.6059352007540763,0.5762327275740391,0.5594004865571705,0.4353585376720622,0.5064737566856103,0.47758431210522084
fri_c4_500_100,0.5307399095458403,0.5830419141508619,0.561352050235478,0.5527818371524852,0.5035505003145481,0.4998814809486369,0.4631586623126201,0.46651349717848856
fri_c4_500_10,0.6906055183716561,0.7017208314705962,0.7107187241263675,0.7038939267773985,0.6950665922583801,0.644140904870927,0.6373630042321735,0.5849388850450352
fri_c4_500_25,0.5970338073856623,0.6351384138868629,0.6356400704517291,0.6154110345219175,0.6131650699652119,0.47315974019902,0.5394242578228529,0.5113153508867222
fri_c4_500_50,0.5621446098236633,0.606425936571922,0.6047282010625481,0.5925268831433128,0.5597348680376493,0.4365697829848768,0.5012150366192637,0.47226172852824516
g2-1024-100,0.7324081970400069,0.8134627624769266,0.814558116990337,0.8141300638001484,0.7320017189384955,0.7584388239040238,0.6918595332154919,0.6727133025245544
g2-1024-20,0.725064079737694,0.7346704086975052,0.7336011547818637,0.7355849308162399,0.7219600573215711,0.7089706592390219,0.6923028776940744,0.7076762321825057
g2-1024-30,0.7339784671141114,0.754866924711999,0.7544671039700726,0.7539811490515477,0.7325020567908845,0.6614396086386051,0.6915808055425867,0.7247733428435722
g2-1024-40,0.7393826975086172,0.7690282927706023,0.7688016858635196,0.7682876762824543,0.7403201265718624,0.7123987384590714,0.6903785749527565,0.671202918536169
g2-1024-50,0.7452904386253278,0.7810752146920648,0.7799333881013177,0.7794301678082027,0.7440502229225452,0.7423690819510587,0.6906121121219723,0.6693785163076871
g2-1024-60,0.748706301969159,0.7918352495924809,0.789852875526355,0.7920173862821793,0.744174149435781,0.7571095707895431,0.6907337110527546,0.6715921920968507
g2-1024-70,0.7354195938258362,0.7980061251965711,0.7976815891822995,0.7975249655026848,0.741823326719168,0.755297795715644,0.6903750806967721,0.6717212668758582
g2-1024-80,0.7309190090480986,0.804977291126536,0.7929334816101664,0.8033759904167891,0.7384453708569966,0.7516587034988067,0.6914952675575623,0.670972955026918
g2-1024-90,0.7297875004066494,0.8095590836290741,0.8080525698440567,0.8094914920497953,0.7344732529537993,0.743952644565893,0.6905796356761467,0.6703987240994896
g2-128-100,0.740306955190243,0.8132580824952331,0.8124976045069092,0.8135568808071214,0.7354206197350518,0.6643239717542014,0.6936009828693647,0.6710488928221034
g2-128-10,0.7188902192559693,0.7190109901975101,0.7191483073016548,0.7185431622410385,0.7143856432140138,0.6669286003811897,0.6962532091938091,0.677179290035868
g2-128-20,0.7302776362009216,0.7406205924594053,0.7420433766568693,0.7395114946792523,0.7258820575383651,0.6666177577841901,0.6949990861446443,0.6751455399232345
g2-128-30,0.7399242883497281,0.75889110936651,0.7584892563783887,0.7576916694642811,0.7361105495782087,0.6678260868196148,0.6968749344523,0.6762528865944069
g2-128-40,0.747622565525178,0.7743356414892866,0.7744725058864226,0.7736039740330554,0.7447337091367265,0.6687164642276691,0.6964342509356929,0.6756158718460756
g2-128-50,0.7527085132760489,0.7846610545286486,0.7856822171855524,0.7852512655513317,0.748147562531179,0.673940015238908,0.6976435545977052,0.6796818634082301
g2-128-60,0.7524248120472199,0.7952694388022249,0.7933108558361435,0.793597174599552,0.7472113356950251,0.6706089805440414,0.6965937380832192,0.679738700715981
g2-128-70,0.755156106360793,0.8014935041577083,0.8009004964211659,0.8008511208396787,0.7452310104066715,0.665784744519959,0.6987610558378303,0.6751363306926484
g2-128-80,0.7518245433905221,0.8062342781101688,0.7972627083089987,0.8062943388643443,0.7425479576054472,0.667898749525409,0.6966754724140167,0.6757785801437108
g2-128-90,0.7349560166645752,0.811573914399729,0.8108474426033693,0.8126047536489847,0.7384914541944132,0.677033080120299,0.6946988805409215,0.6741840942545402
g2-16-100,0.7329555206924067,0.7674608592638512,0.7631270674178181,0.7690606090809232,0.7233006734030896,0.6508087997368379,0.6825940987152702,0.623901781590395
g2-16-10,0.7363960292768832,0.7420792908716074,0.7416255980654873,0.7413861994537277,0.7258711672382852,0.6781748896857462,0.7314532336682182,0.7005799522629308
g2-16-20,0.7514611677659662,0.7595701850457643,0.7595084966198066,0.7599424066424367,0.7410130959007557,0.6789869793496128,0.7281881366698733,0.7139438958250033
g2-16-30,0.7601400810334282,0.7748928929903088,0.7724081955042494,0.7745058210755122,0.7518880039891095,0.6783792432810294,0.7282380014515065,0.7133627753260994
g2-16-40,0.7656503147778454,0.7867938904569242,0.7839409918568861,0.7867689158351984,0.7580682663865409,0.6685349535233827,0.7302240813755253,0.7077617630593435
