BD,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP
data_k4d23n14,0.7722874851990157,0.8092970587670042,0.8010270441008392,0.8100189632960222,0.7824129821783774,0.7393968037866654,0.7179052242098017,0.7231033874878305
data_k4d23n15,0.7903762651056564,0.8106287434698658,0.7929589908627674,0.8096341488158725,0.784432753897834,0.7565710070627668,0.7198100260762137,0.6864873397743072
data_k4d24n11,0.778602569990438,0.8097536927987952,0.7803283129240308,0.8078614342355245,0.7792235197648836,0.7424931055093864,0.7207147510923188,0.763865822293067
data_k4d24n12,0.7701040425806577,0.8098341794096404,0.7937272593446115,0.8142730035803737,0.7687949422196837,0.7602550350081079,0.7369582042999667,0.7620268328314117
data_k4d24n13,0.8003787817142684,0.800418430556293,0.793135681998698,0.7986044124298723,0.7832915120152908,0.7520544360682304,0.7017934003937827,0.7329132677640039
data_k4d24n14,0.7753797378793282,0.8118323629721498,0.7761373046098451,0.8147426868669813,0.7810676654211376,0.7273060309336967,0.6893327284512034,0.7247182864767003
data_k4d24n15,0.7781207070471212,0.793270410368789,0.7776432471598751,0.7926484434865769,0.7836984850910064,0.7109799564421664,0.7173690578223043,0.7087715681417575
data_k6d22n11,0.8049298613662599,0.8202053877101756,0.8094067217599864,0.8236635528503549,0.798729575677755,0.7643085823621407,0.7070387757247485,0.722103338331808
data_k6d22n12,0.7978824552105032,0.8301999727930076,0.792615762986016,0.8201005343139377,0.80065748637553,0.7570151398559385,0.6953978468172747,0.693542650870522
data_k6d22n13,0.8034822555623858,0.8286014627184987,0.8078203180638063,0.8280120206593488,0.8050895895388234,0.7512339928908336,0.639841025704843,0.7785941127602042
data_k6d22n14,0.8031928404762873,0.8228523180438593,0.8018703945624196,0.8231852407977293,0.8029983524305397,0.7792830294904947,0.6689096371898191,0.7940669478815374
data_k6d22n15,0.805871418480347,0.8378273255069855,0.8063263099595025,0.8280604273270674,0.8073198631355771,0.723204145681809,0.6547506203671588,0.7678288441428658
data_k6d23n11,0.7985285430933764,0.7893492131062099,0.7926654341262617,0.8344663005843913,0.7988264591885298,0.7367970802158899,0.6819237384265581,0.7718019619626412
data_k6d23n12,0.8088118259994515,0.8305737099024684,0.806663324110746,0.8371940613202842,0.8046550106782544,0.7653813116343011,0.6927306797976815,0.7178560823241777
data_k6d23n13,0.7920025873779156,0.8124761809067597,0.8073122942274752,0.8235637736701686,0.7912201637618829,0.7464650939558238,0.6978426791449552,0.7659835915263024
data_k6d23n14,0.8115274680699223,0.8267020570979737,0.8087383042218026,0.8402971533425253,0.8053542876789365,0.7681528264546467,0.7355307740246857,0.7813972512742579
