0.2,1 °,IDMAP
7.000000000000001,2 °,IDMAP
23.400000000000002,3 °,IDMAP
32.2,4 °,IDMAP
24.0,5 °,IDMAP
9.6,6 °,IDMAP
2.4,7 °,IDMAP
1.2,8 °,IDMAP
0.0,1 °,IPCA
1.4000000000000001,2 °,IPCA
4.3999999999999995,3 °,IPCA
6.4,4 °,IPCA
8.4,5 °,IPCA
24.4,6 °,IPCA
27.800000000000004,7 °,IPCA
27.200000000000003,8 °,IPCA
0.0,1 °,LAMP
3.8,2 °,LAMP
19.400000000000002,3 °,LAMP
19.8,4 °,LAMP
21.2,5 °,LAMP
22.6,6 °,LAMP
11.200000000000001,7 °,LAMP
2.0,8 °,LAMP
0.0,1 °,LMDS
0.8,2 °,LMDS
1.7999999999999998,3 °,LMDS
4.6,4 °,LMDS
12.0,5 °,LMDS
20.200000000000003,6 °,LMDS
37.0,7 °,LMDS
23.599999999999998,8 °,LMDS
0.0,1 °,MDS
5.0,2 °,MDS
15.4,3 °,MDS
28.599999999999998,4 °,MDS
23.0,5 °,MDS
10.8,6 °,MDS
10.0,7 °,MDS
7.199999999999999,8 °,MDS
3.4000000000000004,1 °,PCB
12.8,2 °,PCB
25.0,3 °,PCB
4.6,4 °,PCB
6.4,5 °,PCB
8.200000000000001,6 °,PCB
7.199999999999999,7 °,PCB
32.4,8 °,PCB
86.8,1 °,TSNE
9.8,2 °,TSNE
1.6,3 °,TSNE
0.6,4 °,TSNE
0.2,5 °,TSNE
0.6,6 °,TSNE
0.4,7 °,TSNE
0.0,8 °,TSNE
9.6,1 °,UMAP
59.4,2 °,UMAP
9.0,3 °,UMAP
3.2,4 °,UMAP
4.8,5 °,UMAP
3.5999999999999996,6 °,UMAP
4.0,7 °,UMAP
6.4,8 °,UMAP
