1,0.7910348405019836,10x_5f_15k
2,0.8130489413141723,10x_5f_15k
3,0.8271448133195225,10x_5f_15k
4,0.8330304218231788,10x_5f_15k
5,0.8369865330410855,10x_5f_15k
6,0.8384841261405731,10x_5f_15k
7,0.8389751512713026,10x_5f_15k
8,0.8393965892326853,10x_5f_15k
9,0.8388811383935024,10x_5f_15k
10,0.8390680126857539,10x_5f_15k
11,0.8387652004551018,10x_5f_15k
12,0.8384144984989834,10x_5f_15k
13,0.8378002525487707,10x_5f_15k
14,0.8370147878973084,10x_5f_15k
15,0.8366630459666811,10x_5f_15k
1,0.7921958919108281,10x_10f_15k
2,0.8118385321500469,10x_10f_15k
3,0.8276469664504724,10x_10f_15k
4,0.8347783080497058,10x_10f_15k
5,0.8371979616114207,10x_10f_15k
6,0.839602482567076,10x_10f_15k
7,0.8408385025514982,10x_10f_15k
8,0.8403778310057529,10x_10f_15k
9,0.8398245089627185,10x_10f_15k
10,0.8398325095011208,10x_10f_15k
11,0.8397623784651437,10x_10f_15k
12,0.8401687847708572,10x_10f_15k
13,0.8389441522062345,10x_10f_15k
14,0.8378479658860307,10x_10f_15k
15,0.8381813108672542,10x_10f_15k
1,0.7925411925409598,10x_25f_15k
2,0.8109569957995815,10x_25f_15k
3,0.8275540380163384,10x_25f_15k
4,0.8349086425259283,10x_25f_15k
5,0.8374867495214545,10x_25f_15k
6,0.8393674503145767,10x_25f_15k
7,0.8410055103163632,10x_25f_15k
8,0.8401809589704982,10x_25f_15k
9,0.8400470125562111,10x_25f_15k
10,0.83997884703977,10x_25f_15k
11,0.8407137707447104,10x_25f_15k
12,0.8416977832782606,10x_25f_15k
13,0.8405507395150519,10x_25f_15k
14,0.8395088270498856,10x_25f_15k
15,0.838641069816827,10x_25f_15k
1,0.7935878039964629,10x_50f_15k
2,0.8107104830610933,10x_50f_15k
3,0.8275580027151761,10x_50f_15k
4,0.8354698509230692,10x_50f_15k
5,0.8378571100263592,10x_50f_15k
6,0.8399498908505978,10x_50f_15k
7,0.8412064374691426,10x_50f_15k
8,0.8406970200922247,10x_50f_15k
9,0.8407922738448421,10x_50f_15k
10,0.8402466129776027,10x_50f_15k
11,0.8411702041774456,10x_50f_15k
12,0.8420067257762133,10x_50f_15k
13,0.8405183176638855,10x_50f_15k
14,0.8398139223484187,10x_50f_15k
15,0.8387417483389725,10x_50f_15k
1,0.7756864586940826,src-padrão
2,0.7756864586940826,src-padrão
3,0.7756864586940826,src-padrão
4,0.7756864586940826,src-padrão
5,0.7756864586940826,src-padrão
6,0.7756864586940826,src-padrão
7,0.7756864586940826,src-padrão
8,0.7756864586940826,src-padrão
9,0.7756864586940826,src-padrão
10,0.7756864586940826,src-padrão
11,0.7756864586940826,src-padrão
12,0.7756864586940826,src-padrão
13,0.7756864586940826,src-padrão
14,0.7756864586940826,src-padrão
15,0.7756864586940826,src-padrão
