1.4000000000000001,1 °,IDMAP
8.6,2 °,IDMAP
21.8,3 °,IDMAP
23.599999999999998,4 °,IDMAP
16.6,5 °,IDMAP
18.0,6 °,IDMAP
6.0,7 °,IDMAP
4.0,8 °,IDMAP
1.2,1 °,IPCA
4.0,2 °,IPCA
10.2,3 °,IPCA
18.6,4 °,IPCA
28.199999999999996,5 °,IPCA
21.8,6 °,IPCA
10.2,7 °,IPCA
5.800000000000001,8 °,IPCA
2.0,1 °,LAMP
28.199999999999996,2 °,LAMP
30.8,3 °,LAMP
11.600000000000001,4 °,LAMP
13.4,5 °,LAMP
6.800000000000001,6 °,LAMP
5.6000000000000005,7 °,LAMP
1.6,8 °,LAMP
0.4,1 °,LMDS
2.0,2 °,LMDS
8.6,3 °,LMDS
19.400000000000002,4 °,LMDS
26.0,5 °,LMDS
25.2,6 °,LMDS
14.399999999999999,7 °,LMDS
4.0,8 °,LMDS
0.0,1 °,MDS
6.6000000000000005,2 °,MDS
20.599999999999998,3 °,MDS
17.8,4 °,MDS
7.199999999999999,5 °,MDS
11.799999999999999,6 °,MDS
19.8,7 °,MDS
16.2,8 °,MDS
0.0,1 °,PCB
1.4000000000000001,2 °,PCB
2.1999999999999997,3 °,PCB
3.0,4 °,PCB
4.8,5 °,PCB
8.799999999999999,6 °,PCB
35.0,7 °,PCB
44.800000000000004,8 °,PCB
83.2,1 °,TSNE
11.799999999999999,2 °,TSNE
1.0,3 °,TSNE
1.4000000000000001,4 °,TSNE
1.2,5 °,TSNE
0.6,6 °,TSNE
0.6,7 °,TSNE
0.2,8 °,TSNE
11.799999999999999,1 °,UMAP
37.4,2 °,UMAP
5.0,3 °,UMAP
4.3999999999999995,4 °,UMAP
2.6,5 °,UMAP
7.000000000000001,6 °,UMAP
8.4,7 °,UMAP
23.400000000000002,8 °,UMAP
