0.2,1 °,IDMAP
0.6,2 °,IDMAP
6.4,3 °,IDMAP
27.800000000000004,4 °,IDMAP
53.6,5 °,IDMAP
11.4,6 °,IDMAP
0.0,7 °,IDMAP
0.0,8 °,IDMAP
0.0,1 °,IPCA
0.0,2 °,IPCA
0.2,3 °,IPCA
0.0,4 °,IPCA
0.8,5 °,IPCA
7.000000000000001,6 °,IPCA
57.599999999999994,7 °,IPCA
34.4,8 °,IPCA
0.0,1 °,LAMP
0.0,2 °,LAMP
1.4000000000000001,3 °,LAMP
5.6000000000000005,4 °,LAMP
22.400000000000002,5 °,LAMP
64.60000000000001,6 °,LAMP
5.800000000000001,7 °,LAMP
0.2,8 °,LAMP
0.0,1 °,LMDS
0.0,2 °,LMDS
0.0,3 °,LMDS
0.2,4 °,LMDS
0.0,5 °,LMDS
1.4000000000000001,6 °,LMDS
35.6,7 °,LMDS
62.8,8 °,LMDS
0.0,1 °,MDS
3.4000000000000004,2 °,MDS
21.8,3 °,MDS
61.6,4 °,MDS
9.0,5 °,MDS
4.2,6 °,MDS
0.0,7 °,MDS
0.0,8 °,MDS
9.4,1 °,PCB
19.8,2 °,PCB
43.2,3 °,PCB
3.4000000000000004,4 °,PCB
12.8,5 °,PCB
9.2,6 °,PCB
0.8,7 °,PCB
1.4000000000000001,8 °,PCB
58.8,1 °,TSNE
35.6,2 °,TSNE
5.4,3 °,TSNE
0.0,4 °,TSNE
0.0,5 °,TSNE
0.2,6 °,TSNE
0.0,7 °,TSNE
0.0,8 °,TSNE
55.800000000000004,1 °,UMAP
20.8,2 °,UMAP
17.2,3 °,UMAP
1.4000000000000001,4 °,UMAP
1.4000000000000001,5 °,UMAP
2.0,6 °,UMAP
0.2,7 °,UMAP
1.2,8 °,UMAP
