0.2,1 °,IDMAP
4.0,2 °,IDMAP
18.6,3 °,IDMAP
35.4,4 °,IDMAP
16.6,5 °,IDMAP
16.400000000000002,6 °,IDMAP
5.800000000000001,7 °,IDMAP
3.0,8 °,IDMAP
0.0,1 °,IPCA
3.5999999999999996,2 °,IPCA
6.2,3 °,IPCA
28.599999999999998,4 °,IPCA
5.2,5 °,IPCA
12.6,6 °,IPCA
20.599999999999998,7 °,IPCA
23.200000000000003,8 °,IPCA
0.6,1 °,LAMP
4.0,2 °,LAMP
22.2,3 °,LAMP
40.8,4 °,LAMP
13.8,5 °,LAMP
9.2,6 °,LAMP
3.4000000000000004,7 °,LAMP
6.0,8 °,LAMP
0.0,1 °,LMDS
2.6,2 °,LMDS
7.3999999999999995,3 °,LMDS
27.400000000000002,4 °,LMDS
4.8,5 °,LMDS
12.4,6 °,LMDS
29.4,7 °,LMDS
16.0,8 °,LMDS
0.0,1 °,MDS
2.8000000000000003,2 °,MDS
16.8,3 °,MDS
41.4,4 °,MDS
17.2,5 °,MDS
10.0,6 °,MDS
5.800000000000001,7 °,MDS
6.0,8 °,MDS
0.0,1 °,PCB
3.0,2 °,PCB
21.4,3 °,PCB
22.2,4 °,PCB
9.2,5 °,PCB
7.6,6 °,PCB
7.000000000000001,7 °,PCB
29.599999999999998,8 °,PCB
14.000000000000002,1 °,TSNE
36.8,2 °,TSNE
11.600000000000001,3 °,TSNE
27.800000000000004,4 °,TSNE
2.0,5 °,TSNE
3.2,6 °,TSNE
3.2,7 °,TSNE
1.4000000000000001,8 °,TSNE
62.4,1 °,UMAP
5.0,2 °,UMAP
7.6,3 °,UMAP
24.6,4 °,UMAP
0.0,5 °,UMAP
0.2,6 °,UMAP
0.0,7 °,UMAP
0.2,8 °,UMAP
