dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
crx,0.8584254213193858,0.8307905213744189,0.848654973118163,0.8326570150312584,0.8692051582862959,0.8795214240926384,0.8996270767664839,0.8626996715075854,295.73026475700317
