dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
KnuggetChase3,0.8654042617216258,0.8309720545307184,0.8508166693036223,0.8303699178083717,0.8726962153447195,0.8427986067955209,0.8798947190119053,0.8290660011341302,227.10420270800387
