dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
liver,0.867949365927427,0.795569588085485,0.8471533951397072,0.802859187947569,0.8673774934398842,0.8233179340808767,0.9001131286541095,0.8625588500382058,388.0888137489965
