dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
plrx,0.7959843015012362,0.7344865157127746,0.7411200071999524,0.7090809343472729,0.801241189530292,0.7276151694969164,0.8463850298666717,0.7519295941919861,112.66746015200624
