dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
AID1284Morered,0.7536071278768816,0.6286548230848157,0.6495146256769015,0.6045526104817921,0.752821214025633,0.7921650937548194,0.8255064076381418,0.7660047199373853,337.3381321610002
