dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
fri_c1_250_25,0.6490497540178216,0.5591002960303005,0.5644117539558868,0.5259043843772027,0.6629660773420063,0.6663501008967166,0.746783288262989,0.7087466879701887,220.34046995699828
