dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
g2-16-60,0.85437432482413,0.8309322435322996,0.8375318022494259,0.8327083412536267,0.8519005306542725,0.8444860430423718,0.9319298892271778,0.896080567835269,2168.8723032529997
