dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
clean1,0.8431434989263114,0.7929048438717753,0.8338005864405819,0.7923318650561403,0.8360396987205491,0.8196753601603131,0.9224274729644645,0.9466821299121854,334.8591433269903
