dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
CastMetal1,0.8883748334183,0.8486206103404076,0.875802438838177,0.8550797301075539,0.891762113842338,0.8570362443758943,0.8803344901378398,0.8508875859939206,157.29822654599957
