dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
leaf,0.7484022641200736,0.6341894233838705,0.6755272893789097,0.611434277316989,0.7494667873506815,0.6785367679131724,0.7670555247371519,0.7788084488483857,254.2376359310001
