dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
ionosphere,0.8613838116682986,0.7415146119530382,0.7787928605857201,0.7410910360426649,0.8548010233884632,0.8611819736424767,0.8684512979774844,0.8306045836636533,282.60444912398816
