dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
solar-flare_1,0.8274791656307027,0.7841956450910015,0.8062593445854251,0.7747116026823408,0.8258673879158238,0.8080613003160149,0.8102247929369213,0.9051499565662068,289.00322276599763
