dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
base_5_8_10,0.7519405248228124,0.6829429221584691,0.7346550870880685,0.6843161390443863,0.7601697301073826,0.7383686117785372,0.866950739584308,0.8137869870539994,342.55243767200045
