dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
gaussian-10d-10c-no2,0.8304547648529832,0.7707445372092822,0.8211079778947965,0.7834927276943702,0.8455081962710806,0.8020547404186997,0.8865817793951202,0.8593562453591483,4836.789206447007
