dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
MeanWhile1,0.8979878002086924,0.8603716078013782,0.8692158939260516,0.8555266452822922,0.8871597571870854,0.8829387188606361,0.9022502014972659,0.8619622462862928,222.15379543499876
