dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
data_k14d22n15,0.8808835941903558,0.8475549973869028,0.8675780371558718,0.8366494814593276,0.879259332645919,0.90842924892267,0.9145957551713515,0.8912226534764482,345.59586172499985
