dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
waveform-noise,0.8181024859750801,0.7888124708185439,0.7909125584758614,0.7887766164799672,0.8168927781609348,0.7905742218183744,0.8797482706216071,0.7962532867982316,7366.775874680025
