dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
lp1_transform,0.8927161725454349,0.8138591382421458,0.8172261903954631,0.7772758219610002,0.8736385104953877,0.8552447654099875,0.856113138490263,0.8840152834217877,156.57073231600225
