dataset_name,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,tempo
ellipsoid-100d40c-3,0.7993916821016352,0.6649113697591508,0.8201016766284243,0.6850243037369069,0.8265838582166222,0.8186015933421007,0.8468071888377132,0.7997820977698529,1370.4883079529973
